phonome1,phonome2,distance
ts,gy,0.5714285714285714
ts,h,0.42857142857142855
ts,hy,0.5714285714285714
ts,sp,1.0
ch,b,0.5714285714285714
ch,by,0.42857142857142855
ch,p,0.42857142857142855
ch,py,0.2857142857142857
ch,m,0.8571428571428571
ch,my,0.7142857142857143
ch,f,0.5714285714285714
ch,w,0.8571428571428571
ch,d,0.42857142857142855
ch,dy,0.2857142857142857
ch,t,0.2857142857142857
ch,ts,0.14285714285714285
ch,ch,0.0
ch,s,0.42857142857142855
ch,sh,0.2857142857142857
ch,z,0.5714285714285714
ch,j,0.14285714285714285
ch,n,0.7142857142857143
ch,ny,0.5714285714285714
ch,r,0.5714285714285714
ch,ry,0.42857142857142855
ch,y,0.7142857142857143
ch,k,0.42857142857142855
ch,ky,0.2857142857142857
ch,g,0.5714285714285714
ch,gy,0.42857142857142855
ch,h,0.5714285714285714
ch,hy,0.42857142857142855
ch,sp,1.0
s,b,0.42857142857142855
s,by,0.5714285714285714
s,p,0.2857142857142857
s,py,0.42857142857142855
s,m,0.7142857142857143
s,my,0.8571428571428571
s,f,0.14285714285714285
s,w,0.42857142857142855
s,d,0.2857142857142857
s,dy,0.42857142857142855
s,t,0.14285714285714285
s,ts,0.2857142857142857
s,ch,0.42857142857142855
s,s,0.0
s,sh,0.14285714285714285
s,z,0.14285714285714285
s,j,0.5714285714285714
s,n,0.5714285714285714
s,ny,0.7142857142857143
s,r,0.42857142857142855
s,ry,0.5714285714285714
s,y,0.5714285714285714
s,k,0.2857142857142857
s,ky,0.42857142857142855
s,g,0.42857142857142855
s,gy,0.5714285714285714
s,h,0.14285714285714285
s,hy,0.2857142857142857
s,sp,1.0
sh,b,0.5714285714285714
sh,by,0.42857142857142855
sh,p,0.42857142857142855
sh,py,0.2857142857142857
sh,m,0.8571428571428571
sh,my,0.7142857142857143
sh,f,0.2857142857142857
sh,w,0.5714285714285714
sh,d,0.42857142857142855
sh,dy,0.2857142857142857
sh,t,0.2857142857142857
sh,ts,0.42857142857142855
sh,ch,0.2857142857142857
sh,s,0.14285714285714285
sh,sh,0.0
sh,z,0.2857142857142857
sh,j,0.42857142857142855
sh,n,0.7142857142857143
sh,ny,0.5714285714285714
sh,r,0.5714285714285714
sh,ry,0.42857142857142855
sh,y,0.42857142857142855
sh,k,0.42857142857142855
sh,ky,0.2857142857142857
sh,g,0.5714285714285714
sh,gy,0.42857142857142855
sh,h,0.2857142857142857
sh,hy,0.14285714285714285
sh,sp,1.0
z,b,0.2857142857142857
z,by,0.42857142857142855
z,p,0.42857142857142855
z,py,0.5714285714285714
z,m,0.5714285714285714
z,my,0.7142857142857143
z,f,0.2857142857142857
z,w,0.2857142857142857
z,d,0.14285714285714285
z,dy,0.2857142857142857
z,t,0.2857142857142857
z,ts,0.42857142857142855
z,ch,0.5714285714285714
z,s,0.14285714285714285
z,sh,0.2857142857142857
z,z,0.0
z,j,0.42857142857142855
z,n,0.42857142857142855
z,ny,0.5714285714285714
z,r,0.2857142857142857
z,ry,0.42857142857142855
z,y,0.42857142857142855
z,k,0.42857142857142855
z,ky,0.5714285714285714
z,g,0.2857142857142857
z,gy,0.42857142857142855
z,h,0.2857142857142857
z,hy,0.42857142857142855
z,sp,1.0
j,b,0.42857142857142855
j,by,0.2857142857142857
j,p,0.5714285714285714
j,py,0.42857142857142855
j,m,0.7142857142857143
j,my,0.5714285714285714
j,f,0.7142857142857143
j,w,0.7142857142857143
j,d,0.2857142857142857
j,dy,0.14285714285714285
j,t,0.42857142857142855
j,ts,0.2857142857142857
j,ch,0.14285714285714285
j,s,0.5714285714285714
j,sh,0.42857142857142855
j,z,0.42857142857142855
j,j,0.0
j,n,0.5714285714285714
j,ny,0.42857142857142855
j,r,0.42857142857142855
j,ry,0.2857142857142857
j,y,0.5714285714285714
j,k,0.5714285714285714
j,ky,0.42857142857142855
j,g,0.42857142857142855
j,gy,0.2857142857142857
j,h,0.7142857142857143
j,hy,0.5714285714285714
j,sp,1.0
n,b,0.42857142857142855
n,by,0.5714285714285714
n,p,0.5714285714285714
n,py,0.7142857142857143
n,m,0.14285714285714285
n,my,0.2857142857142857
n,f,0.7142857142857143
n,w,0.42857142857142855
n,d,0.2857142857142857
n,dy,0.42857142857142855
n,t,0.42857142857142855
n,ts,0.5714285714285714
n,ch,0.7142857142857143
n,s,0.5714285714285714
n,sh,0.7142857142857143
n,z,0.42857142857142855
n,j,0.5714285714285714
n,n,0.0
n,ny,0.14285714285714285
n,r,0.14285714285714285
n,ry,0.2857142857142857
n,y,0.5714285714285714
n,k,0.5714285714285714
n,ky,0.7142857142857143
n,g,0.42857142857142855
n,gy,0.5714285714285714
n,h,0.7142857142857143
n,hy,0.8571428571428571
n,sp,1.0
ny,b,0.5714285714285714
ny,by,0.42857142857142855
ny,p,0.7142857142857143
ny,py,0.5714285714285714
ny,m,0.2857142857142857
ny,my,0.14285714285714285
ny,f,0.8571428571428571
ny,w,0.5714285714285714
ny,d,0.42857142857142855
ny,dy,0.2857142857142857
ny,t,0.5714285714285714
ny,ts,0.7142857142857143
ny,ch,0.5714285714285714
ny,s,0.7142857142857143
ny,sh,0.5714285714285714
ny,z,0.5714285714285714
ny,j,0.42857142857142855
ny,n,0.14285714285714285
ny,ny,0.0
ny,r,0.2857142857142857
ny,ry,0.14285714285714285
ny,y,0.42857142857142855
ny,k,0.7142857142857143
ny,ky,0.5714285714285714
ny,g,0.5714285714285714
ny,gy,0.42857142857142855
