phonon1,phonon2,distance
ky+i,py+i,68.131802
ky+i,py+u,68.131802
ky+i,py+e,69.524469
ky+i,py+o,69.524469
ky+i,ry+a,69.942073
ky+i,ry+i,68.605863
ky+i,ry+u,68.605863
ky+i,ry+e,69.942073
ky+i,ry+o,69.942073
ky+i,sh+a,68.440455
ky+i,sh+i,67.413193
ky+i,sh+u,66.714744
ky+i,sh+e,67.629615
ky+i,sh+o,68.996396
ky+i,ts+a,68.015209
ky+i,ts+i,68.110067
ky+i,ts+u,68.015209
ky+i,ts+e,68.110067
ky+i,ts+o,69.588515
ky+i,sp,70.184794
ky+u,b+a,72.15565
ky+u,b+i,72.081491
ky+u,b+u,72.149858
ky+u,b+e,72.129092
ky+u,b+o,72.153024
ky+u,d+a,70.218119
ky+u,d+i,69.642809
ky+u,d+u,70.218822
ky+u,d+e,70.35806
ky+u,d+o,70.444402
ky+u,f+a,75.122682
ky+u,f+i,70.468141
ky+u,f+u,72.426278
ky+u,f+e,70.468141
ky+u,f+o,75.122682
ky+u,g+a,69.040555
ky+u,g+i,67.476924
ky+u,g+u,68.453132
ky+u,g+e,65.998522
ky+u,g+o,70.30811
ky+u,h+a,69.646399
ky+u,h+i,67.252441
ky+u,h+u,68.901522
ky+u,h+e,70.049117
ky+u,h+o,73.119672
ky+u,j+a,68.012552
ky+u,j+i,68.53222
ky+u,j+u,65.913256
ky+u,j+e,66.926893
ky+u,j+o,67.022987
ky+u,k+a,70.084853
ky+u,k+i,66.448164
ky+u,k+u,69.76336
ky+u,k+e,64.25014
ky+u,k+o,72.014371
ky+u,m+a,75.540225
ky+u,m+i,75.604202
ky+u,m+u,74.216187
ky+u,m+e,75.603378
ky+u,m+o,73.762864
ky+u,n+a,69.149534
ky+u,n+i,68.678945
ky+u,n+u,69.115627
ky+u,n+e,69.154454
ky+u,n+o,72.814357
ky+u,p+a,75.194454
ky+u,p+i,70.605908
ky+u,p+u,72.491566
ky+u,p+e,72.096969
ky+u,p+o,75.485106
ky+u,r+a,69.05677
ky+u,r+i,68.764829
ky+u,r+u,69.042224
ky+u,r+e,68.887993
ky+u,r+o,69.0568
ky+u,s+a,70.253064
ky+u,s+i,69.29637
ky+u,s+u,69.66463
ky+u,s+e,69.280418
ky+u,s+o,70.406171
ky+u,t+a,71.631281
ky+u,t+i,66.84275
ky+u,t+u,71.383483
ky+u,t+e,68.352462
ky+u,t+o,70.280047
ky+u,w+a,77.77157
ky+u,w+i,77.769296
ky+u,w+u,77.77157
ky+u,w+e,77.769296
ky+u,w+o,77.77157
ky+u,y+a,67.069711
ky+u,y+i,67.058122
ky+u,y+u,67.058122
ky+u,y+e,66.944486
ky+u,y+o,66.944486
ky+u,z+a,70.503268
ky+u,z+i,70.201307
ky+u,z+u,70.201307
ky+u,z+e,69.065108
ky+u,z+o,70.320267
ky+u,by+a,76.237877
ky+u,by+i,73.547016
ky+u,by+u,73.547016
ky+u,by+e,73.542512
ky+u,by+o,73.542512
ky+u,ch+a,68.930685
ky+u,ch+i,66.408206
ky+u,ch+u,64.991816
ky+u,ch+e,66.557128
ky+u,ch+o,67.004988
ky+u,dy+a,74.815591
ky+u,dy+i,74.815591
ky+u,dy+u,74.815591
ky+u,dy+e,74.815591
ky+u,dy+o,74.815591
ky+u,gy+a,65.675754
ky+u,gy+i,65.591703
ky+u,gy+u,65.591703
ky+u,gy+e,64.5945
ky+u,gy+o,64.5945
ky+u,hy+a,67.31991
ky+u,hy+i,64.427349
ky+u,hy+u,64.427349
ky+u,hy+e,65.07574
ky+u,hy+o,65.07574
ky+u,ky+a,62.027754
ky+u,ky+i,59.33044
ky+u,ky+u,59.33044
ky+u,ky+e,63.112802
ky+u,ky+o,63.112802
ky+u,my+a,77.019612
ky+u,my+i,77.019697
ky+u,my+u,77.019697
ky+u,my+e,77.019236
ky+u,my+o,77.019236
ky+u,ny+a,71.727204
ky+u,ny+i,71.779538
ky+u,ny+u,71.779538
ky+u,ny+e,71.727204
ky+u,ny+o,71.727204
ky+u,py+a,69.543408
ky+u,py+i,68.131802
ky+u,py+u,68.131802
ky+u,py+e,69.524469
ky+u,py+o,69.524469
ky+u,ry+a,69.942073
ky+u,ry+i,68.605863
ky+u,ry+u,68.605863
ky+u,ry+e,69.942073
ky+u,ry+o,69.942073
ky+u,sh+a,68.440455
ky+u,sh+i,67.413193
ky+u,sh+u,66.714744
ky+u,sh+e,67.629615
ky+u,sh+o,68.996396
ky+u,ts+a,68.015209
ky+u,ts+i,68.110067
ky+u,ts+u,68.015209
ky+u,ts+e,68.110067
ky+u,ts+o,69.588515
ky+u,sp,70.184794
ky+e,b+a,72.724303
ky+e,b+i,72.785864
ky+e,b+u,72.622699
ky+e,b+e,72.7395
ky+e,b+o,72.69672
ky+e,d+a,71.316026
ky+e,d+i,72.423627
ky+e,d+u,69.571365
ky+e,d+e,73.871205
ky+e,d+o,69.920383
ky+e,f+a,74.708121
ky+e,f+i,72.599383
ky+e,f+u,74.248756
ky+e,f+e,72.599383
ky+e,f+o,74.708121
ky+e,g+a,69.979586
ky+e,g+i,70.551303
ky+e,g+u,70.525706
ky+e,g+e,70.290615
ky+e,g+o,71.791112
ky+e,h+a,70.495193
ky+e,h+i,72.094489
ky+e,h+u,70.491697
ky+e,h+e,73.131678
ky+e,h+o,73.83058
ky+e,j+a,71.274825
ky+e,j+i,72.558417
ky+e,j+u,72.348459
ky+e,j+e,72.402745
ky+e,j+o,68.858576
ky+e,k+a,71.582252
ky+e,k+i,70.984984
ky+e,k+u,71.229358
ky+e,k+e,70.830409
ky+e,k+o,73.39469
ky+e,m+a,75.4564
ky+e,m+i,75.561719
ky+e,m+u,75.853319
ky+e,m+e,75.560627
ky+e,m+o,73.631357
ky+e,n+a,71.072473
ky+e,n+i,70.862046
ky+e,n+u,71.043586
ky+e,n+e,71.360705
ky+e,n+o,73.480741
ky+e,p+a,74.85085
ky+e,p+i,77.337682
ky+e,p+u,71.000142
ky+e,p+e,73.16149
ky+e,p+o,75.298986
ky+e,r+a,69.74383
ky+e,r+i,71.140526
ky+e,r+u,69.777178
ky+e,r+e,71.061008
ky+e,r+o,69.290315
ky+e,s+a,72.885803
ky+e,s+i,73.09356
ky+e,s+u,73.061926
ky+e,s+e,72.982122
ky+e,s+o,72.997609
ky+e,t+a,71.496517
ky+e,t+i,73.521655
ky+e,t+u,70.359759
ky+e,t+e,72.878988
ky+e,t+o,69.925128
ky+e,w+a,76.25995
ky+e,w+i,76.259993
ky+e,w+u,76.25995
ky+e,w+e,76.259993
ky+e,w+o,76.25995
ky+e,y+a,70.627623
ky+e,y+i,71.114585
ky+e,y+u,71.114585
ky+e,y+e,69.460203
ky+e,y+o,69.460203
ky+e,z+a,71.539705
ky+e,z+i,74.129381
ky+e,z+u,74.129381
ky+e,z+e,73.385502
ky+e,z+o,70.918385
ky+e,by+a,77.651185
ky+e,by+i,76.27338
ky+e,by+u,76.27338
ky+e,by+e,75.293428
ky+e,by+o,75.293428
ky+e,ch+a,71.092163
ky+e,ch+i,72.77483
ky+e,ch+u,72.500869
ky+e,ch+e,73.823321
ky+e,ch+o,66.290101
ky+e,dy+a,82.808434
ky+e,dy+i,82.808434
ky+e,dy+u,82.808434
ky+e,dy+e,82.808434
ky+e,dy+o,82.808434
ky+e,gy+a,69.567847
ky+e,gy+i,70.357887
ky+e,gy+u,70.357887
ky+e,gy+e,66.974032
ky+e,gy+o,66.974032
ky+e,hy+a,70.233993
ky+e,hy+i,71.081819
ky+e,hy+u,71.081819
ky+e,hy+e,65.973247
ky+e,hy+o,65.973247
ky+e,ky+a,66.73659
ky+e,ky+i,68.810824
ky+e,ky+u,68.810824
ky+e,ky+e,60.627859
ky+e,ky+o,60.627859
ky+e,my+a,78.92002
ky+e,my+i,78.925435
ky+e,my+u,78.925435
ky+e,my+e,78.880974
ky+e,my+o,78.880974
ky+e,ny+a,74.501709
ky+e,ny+i,74.626823
ky+e,ny+u,74.626823
ky+e,ny+e,74.501709
ky+e,ny+o,74.501709
ky+e,py+a,72.178841
ky+e,py+i,72.464578
ky+e,py+u,72.464578
ky+e,py+e,70.791362
ky+e,py+o,70.791362
ky+e,ry+a,71.50812
ky+e,ry+i,72.124589
ky+e,ry+u,72.124589
ky+e,ry+e,71.50812
ky+e,ry+o,71.50812
ky+e,sh+a,70.326212
ky+e,sh+i,72.20853
ky+e,sh+u,72.761919
ky+e,sh+e,72.209454
ky+e,sh+o,68.818078
ky+e,ts+a,72.483863
ky+e,ts+i,73.106336
ky+e,ts+u,72.483863
ky+e,ts+e,73.106336
ky+e,ts+o,70.60411
ky+e,sp,71.695764
ky+o,b+a,72.724303
ky+o,b+i,72.785864
ky+o,b+u,72.622699
ky+o,b+e,72.7395
ky+o,b+o,72.69672
ky+o,d+a,71.316026
ky+o,d+i,72.423627
ky+o,d+u,69.571365
ky+o,d+e,73.871205
ky+o,d+o,69.920383
ky+o,f+a,74.708121
ky+o,f+i,72.599383
ky+o,f+u,74.248756
ky+o,f+e,72.599383
ky+o,f+o,74.708121
ky+o,g+a,69.979586
ky+o,g+i,70.551303
ky+o,g+u,70.525706
ky+o,g+e,70.290615
ky+o,g+o,71.791112
ky+o,h+a,70.495193
ky+o,h+i,72.094489
ky+o,h+u,70.491697
ky+o,h+e,73.131678
ky+o,h+o,73.83058
ky+o,j+a,71.274825
ky+o,j+i,72.558417
ky+o,j+u,72.348459
ky+o,j+e,72.402745
ky+o,j+o,68.858576
ky+o,k+a,71.582252
ky+o,k+i,70.984984
ky+o,k+u,71.229358
ky+o,k+e,70.830409
ky+o,k+o,73.39469
ky+o,m+a,75.4564
ky+o,m+i,75.561719
ky+o,m+u,75.853319
ky+o,m+e,75.560627
ky+o,m+o,73.631357
ky+o,n+a,71.072473
ky+o,n+i,70.862046
ky+o,n+u,71.043586
ky+o,n+e,71.360705
ky+o,n+o,73.480741
ky+o,p+a,74.85085
ky+o,p+i,77.337682
ky+o,p+u,71.000142
ky+o,p+e,73.16149
ky+o,p+o,75.298986
ky+o,r+a,69.74383
ky+o,r+i,71.140526
ky+o,r+u,69.777178
ky+o,r+e,71.061008
ky+o,r+o,69.290315
ky+o,s+a,72.885803
ky+o,s+i,73.09356
ky+o,s+u,73.061926
ky+o,s+e,72.982122
ky+o,s+o,72.997609
ky+o,t+a,71.496517
ky+o,t+i,73.521655
ky+o,t+u,70.359759
ky+o,t+e,72.878988
ky+o,t+o,69.925128
ky+o,w+a,76.25995
ky+o,w+i,76.259993
ky+o,w+u,76.25995
ky+o,w+e,76.259993
ky+o,w+o,76.25995
ky+o,y+a,70.627623
ky+o,y+i,71.114585
ky+o,y+u,71.114585
ky+o,y+e,69.460203
ky+o,y+o,69.460203
ky+o,z+a,71.539705
ky+o,z+i,74.129381
ky+o,z+u,74.129381
ky+o,z+e,73.385502
ky+o,z+o,70.918385
ky+o,by+a,77.651185
ky+o,by+i,76.27338
ky+o,by+u,76.27338
ky+o,by+e,75.293428
ky+o,by+o,75.293428
ky+o,ch+a,71.092163
ky+o,ch+i,72.77483
ky+o,ch+u,72.500869
ky+o,ch+e,73.823321
ky+o,ch+o,66.290101
ky+o,dy+a,82.808434
ky+o,dy+i,82.808434
ky+o,dy+u,82.808434
ky+o,dy+e,82.808434
ky+o,dy+o,82.808434
ky+o,gy+a,69.567847
ky+o,gy+i,70.357887
ky+o,gy+u,70.357887
ky+o,gy+e,66.974032
ky+o,gy+o,66.974032
ky+o,hy+a,70.233993
ky+o,hy+i,71.081819
ky+o,hy+u,71.081819
ky+o,hy+e,65.973247
ky+o,hy+o,65.973247
ky+o,ky+a,66.73659
ky+o,ky+i,68.810824
ky+o,ky+u,68.810824
ky+o,ky+e,60.627859
ky+o,ky+o,60.627859
ky+o,my+a,78.92002
ky+o,my+i,78.925435
ky+o,my+u,78.925435
ky+o,my+e,78.880974
ky+o,my+o,78.880974
ky+o,ny+a,74.501709
ky+o,ny+i,74.626823
ky+o,ny+u,74.626823
ky+o,ny+e,74.501709
ky+o,ny+o,74.501709
ky+o,py+a,72.178841
ky+o,py+i,72.464578
ky+o,py+u,72.464578
ky+o,py+e,70.791362
ky+o,py+o,70.791362
ky+o,ry+a,71.50812
ky+o,ry+i,72.124589
ky+o,ry+u,72.124589
ky+o,ry+e,71.50812
ky+o,ry+o,71.50812
ky+o,sh+a,70.326212
ky+o,sh+i,72.20853
ky+o,sh+u,72.761919
ky+o,sh+e,72.209454
ky+o,sh+o,68.818078
ky+o,ts+a,72.483863
ky+o,ts+i,73.106336
ky+o,ts+u,72.483863
ky+o,ts+e,73.106336
ky+o,ts+o,70.60411
ky+o,sp,71.695764
my+a,b+a,71.620322
my+a,b+i,71.281061
my+a,b+u,71.611251
my+a,b+e,71.405088
my+a,b+o,71.620842
my+a,d+a,70.156574
my+a,d+i,71.729717
my+a,d+u,72.046387
my+a,d+e,72.587076
my+a,d+o,72.240262
my+a,f+a,76.112767
my+a,f+i,72.382125
my+a,f+u,75.779571
my+a,f+e,72.382125
my+a,f+o,76.112767
my+a,g+a,68.066119
my+a,g+i,70.742749
my+a,g+u,71.33053
my+a,g+e,70.649153
my+a,g+o,69.82958
my+a,h+a,72.496225
my+a,h+i,72.344232
my+a,h+u,72.497337
my+a,h+e,73.289576
my+a,h+o,77.224197
my+a,j+a,69.374003
my+a,j+i,71.684103
my+a,j+u,71.673514
my+a,j+e,71.624862
my+a,j+o,70.576109
my+a,k+a,72.997868
my+a,k+i,73.419708
my+a,k+u,72.96352
my+a,k+e,74.440231
my+a,k+o,74.706559
my+a,m+a,72.601547
my+a,m+i,69.339281
my+a,m+u,71.425397
my+a,m+e,68.598376
my+a,m+o,71.413105
my+a,n+a,68.340178
my+a,n+i,67.974957
my+a,n+u,66.431509
my+a,n+e,67.573611
my+a,n+o,68.510159
my+a,p+a,78.900812
my+a,p+i,80.964732
my+a,p+u,77.273964
my+a,p+e,74.363758
my+a,p+o,81.106779
my+a,r+a,67.79497
my+a,r+i,69.571059
my+a,r+u,67.142463
my+a,r+e,67.875634
my+a,r+o,68.353165
my+a,s+a,74.296084
my+a,s+i,74.667935
my+a,s+u,74.667934
my+a,s+e,74.301684
my+a,s+o,74.667033
my+a,t+a,76.614871
my+a,t+i,76.987191
my+a,t+u,76.856281
my+a,t+e,76.946579
my+a,t+o,75.924726
my+a,w+a,73.68881
my+a,w+i,72.531591
my+a,w+u,73.68881
my+a,w+e,72.531591
my+a,w+o,73.68881
my+a,y+a,67.424345
my+a,y+i,70.94153
my+a,y+u,70.94153
my+a,y+e,69.705
my+a,y+o,69.705
my+a,z+a,71.82494
my+a,z+i,72.000625
my+a,z+u,72.000625
my+a,z+e,71.992314
my+a,z+o,71.942096
my+a,by+a,66.676619
my+a,by+i,68.451615
my+a,by+u,68.451615
my+a,by+e,67.492938
my+a,by+o,67.492938
my+a,ch+a,76.523891
my+a,ch+i,76.065081
my+a,ch+u,76.052386
my+a,ch+e,76.815316
my+a,ch+o,75.433184
my+a,dy+a,80.859867
my+a,dy+i,80.859867
my+a,dy+u,80.859867
my+a,dy+e,80.859867
my+a,dy+o,80.859867
my+a,gy+a,66.95271
my+a,gy+i,70.448448
my+a,gy+u,70.448448
my+a,gy+e,67.825348
my+a,gy+o,67.825348
my+a,hy+a,70.772301
my+a,hy+i,72.405322
my+a,hy+u,72.405322
my+a,hy+e,72.28603
my+a,hy+o,72.28603
my+a,ky+a,71.462742
my+a,ky+i,72.973286
my+a,ky+u,72.973286
my+a,ky+e,72.928856
my+a,ky+o,72.928856
my+a,my+a,58.031786
my+a,my+i,63.354735
my+a,my+u,63.354735
my+a,my+e,61.746128
my+a,my+o,61.746128
my+a,ny+a,63.64758
my+a,ny+i,67.495371
my+a,ny+u,67.495371
my+a,ny+e,63.64758
my+a,ny+o,63.64758
my+a,py+a,72.110779
my+a,py+i,75.928892
my+a,py+u,75.928892
my+a,py+e,74.109776
my+a,py+o,74.109776
my+a,ry+a,66.345827
my+a,ry+i,68.207477
my+a,ry+u,68.207477
my+a,ry+e,66.345827
my+a,ry+o,66.345827
my+a,sh+a,72.278707
my+a,sh+i,72.562084
my+a,sh+u,73.858495
my+a,sh+e,72.562122
my+a,sh+o,73.813047
my+a,ts+a,75.231286
my+a,ts+i,75.235073
my+a,ts+u,75.231286
my+a,ts+e,75.235073
my+a,ts+o,75.235573
my+a,sp,72.962662
my+i,b+a,72.158284
my+i,b+i,71.232114
my+i,b+u,72.152957
my+i,b+e,72.032418
my+i,b+o,72.157219
my+i,d+a,71.358766
my+i,d+i,71.952403
my+i,d+u,72.336127
my+i,d+e,72.675082
my+i,d+o,72.852772
my+i,f+a,79.2859
my+i,f+i,72.268332
my+i,f+u,77.142508
my+i,f+e,72.268332
my+i,f+o,79.2859
my+i,g+a,69.443238
my+i,g+i,70.745002
my+i,g+u,71.729832
my+i,g+e,70.253775
my+i,g+o,69.910917
my+i,h+a,74.602676
my+i,h+i,72.231744
my+i,h+u,74.581746
my+i,h+e,74.803123
my+i,h+o,79.856359
my+i,j+a,71.395271
my+i,j+i,71.436678
my+i,j+u,71.366471
my+i,j+e,71.132716
my+i,j+o,71.340307
my+i,k+a,73.762517
my+i,k+i,74.269068
my+i,k+u,73.761791
my+i,k+e,74.665432
my+i,k+o,75.95652
my+i,m+a,72.955871
my+i,m+i,68.91037
my+i,m+u,71.589952
my+i,m+e,69.653801
my+i,m+o,71.745493
my+i,n+a,69.333
my+i,n+i,66.960215
my+i,n+u,67.371199
my+i,n+e,68.401657
my+i,n+o,69.267824
my+i,p+a,81.753313
my+i,p+i,80.965926
my+i,p+u,79.231922
my+i,p+e,76.08081
my+i,p+o,82.67509
my+i,r+a,69.540572
my+i,r+i,68.927824
my+i,r+u,68.907473
my+i,r+e,68.64907
my+i,r+o,69.529937
my+i,s+a,75.301491
my+i,s+i,76.403015
my+i,s+u,76.403015
my+i,s+e,75.301489
my+i,s+o,76.402982
my+i,t+a,79.273952
my+i,t+i,79.187716
my+i,t+u,79.281098
my+i,t+e,79.193336
my+i,t+o,77.167677
my+i,w+a,76.47303
my+i,w+i,72.496242
my+i,w+u,76.47303
my+i,w+e,72.496242
my+i,w+o,76.47303
my+i,y+a,68.495314
my+i,y+i,68.844297
my+i,y+u,68.844297
my+i,y+e,68.587477
my+i,y+o,68.587477
my+i,z+a,73.217405
my+i,z+i,73.136351
my+i,z+u,73.136351
my+i,z+e,73.170137
my+i,z+o,73.18142
my+i,by+a,71.076785
my+i,by+i,66.37929
my+i,by+u,66.37929
my+i,by+e,66.748788
my+i,by+o,66.748788
my+i,ch+a,77.3593
my+i,ch+i,77.635486
my+i,ch+u,77.550173
my+i,ch+e,77.357992
my+i,ch+o,77.12796
my+i,dy+a,78.33327
my+i,dy+i,78.33327
my+i,dy+u,78.33327
my+i,dy+e,78.33327
my+i,dy+o,78.33327
my+i,gy+a,69.135664
my+i,gy+i,69.712659
my+i,gy+u,69.712659
my+i,gy+e,67.60371
my+i,gy+o,67.60371
my+i,hy+a,72.57502
my+i,hy+i,72.681561
my+i,hy+u,72.681561
my+i,hy+e,72.831909
my+i,hy+o,72.831909
my+i,ky+a,74.12762
my+i,ky+i,73.75088
my+i,ky+u,73.75088
my+i,ky+e,74.262697
my+i,ky+o,74.262697
my+i,my+a,61.857567
my+i,my+i,57.479742
my+i,my+u,57.479742
my+i,my+e,61.099787
my+i,my+o,61.099787
my+i,ny+a,65.283805
my+i,ny+i,65.283195
my+i,ny+u,65.283195
my+i,ny+e,65.283805
my+i,ny+o,65.283805
my+i,py+a,76.022696
my+i,py+i,74.266685
my+i,py+u,74.266685
my+i,py+e,75.273777
my+i,py+o,75.273777
my+i,ry+a,67.284038
my+i,ry+i,65.850967
my+i,ry+u,65.850967
my+i,ry+e,67.284038
my+i,ry+o,67.284038
my+i,sh+a,72.564354
my+i,sh+i,72.564652
my+i,sh+u,74.074318
my+i,sh+e,72.564652
my+i,sh+o,74.074702
my+i,ts+a,77.343459
my+i,ts+i,77.330044
my+i,ts+u,77.343459
my+i,ts+e,77.330044
my+i,ts+o,77.345056
my+i,sp,74.015693
my+u,b+a,72.158284
my+u,b+i,71.232114
my+u,b+u,72.152957
my+u,b+e,72.032418
my+u,b+o,72.157219
my+u,d+a,71.358766
my+u,d+i,71.952403
my+u,d+u,72.336127
my+u,d+e,72.675082
my+u,d+o,72.852772
my+u,f+a,79.2859
my+u,f+i,72.268332
my+u,f+u,77.142508
my+u,f+e,72.268332
my+u,f+o,79.2859
my+u,g+a,69.443238
my+u,g+i,70.745002
my+u,g+u,71.729832
my+u,g+e,70.253775
my+u,g+o,69.910917
my+u,h+a,74.602676
my+u,h+i,72.231744
my+u,h+u,74.581746
my+u,h+e,74.803123
my+u,h+o,79.856359
my+u,j+a,71.395271
my+u,j+i,71.436678
my+u,j+u,71.366471
my+u,j+e,71.132716
my+u,j+o,71.340307
my+u,k+a,73.762517
my+u,k+i,74.269068
my+u,k+u,73.761791
my+u,k+e,74.665432
my+u,k+o,75.95652
my+u,m+a,72.955871
my+u,m+i,68.91037
my+u,m+u,71.589952
my+u,m+e,69.653801
my+u,m+o,71.745493
my+u,n+a,69.333
my+u,n+i,66.960215
my+u,n+u,67.371199
my+u,n+e,68.401657
my+u,n+o,69.267824
my+u,p+a,81.753313
my+u,p+i,80.965926
my+u,p+u,79.231922
my+u,p+e,76.08081
my+u,p+o,82.67509
my+u,r+a,69.540572
my+u,r+i,68.927824
my+u,r+u,68.907473
my+u,r+e,68.64907
my+u,r+o,69.529937
my+u,s+a,75.301491
my+u,s+i,76.403015
my+u,s+u,76.403015
my+u,s+e,75.301489
my+u,s+o,76.402982
my+u,t+a,79.273952
my+u,t+i,79.187716
my+u,t+u,79.281098
my+u,t+e,79.193336
my+u,t+o,77.167677
my+u,w+a,76.47303
my+u,w+i,72.496242
my+u,w+u,76.47303
my+u,w+e,72.496242
my+u,w+o,76.47303
my+u,y+a,68.495314
my+u,y+i,68.844297
my+u,y+u,68.844297
my+u,y+e,68.587477
my+u,y+o,68.587477
my+u,z+a,73.217405
my+u,z+i,73.136351
my+u,z+u,73.136351
my+u,z+e,73.170137
my+u,z+o,73.18142
my+u,by+a,71.076785
my+u,by+i,66.37929
my+u,by+u,66.37929
my+u,by+e,66.748788
my+u,by+o,66.748788
my+u,ch+a,77.3593
my+u,ch+i,77.635486
my+u,ch+u,77.550173
my+u,ch+e,77.357992
my+u,ch+o,77.12796
my+u,dy+a,78.33327
my+u,dy+i,78.33327
my+u,dy+u,78.33327
my+u,dy+e,78.33327
my+u,dy+o,78.33327
my+u,gy+a,69.135664
my+u,gy+i,69.712659
my+u,gy+u,69.712659
my+u,gy+e,67.60371
my+u,gy+o,67.60371
my+u,hy+a,72.57502
my+u,hy+i,72.681561
my+u,hy+u,72.681561
my+u,hy+e,72.831909
my+u,hy+o,72.831909
my+u,ky+a,74.12762
my+u,ky+i,73.75088
my+u,ky+u,73.75088
my+u,ky+e,74.262697
my+u,ky+o,74.262697
my+u,my+a,61.857567
my+u,my+i,57.479742
my+u,my+u,57.479742
my+u,my+e,61.099787
my+u,my+o,61.099787
my+u,ny+a,65.283805
my+u,ny+i,65.283195
my+u,ny+u,65.283195
my+u,ny+e,65.283805
my+u,ny+o,65.283805
my+u,py+a,76.022696
my+u,py+i,74.266685
my+u,py+u,74.266685
my+u,py+e,75.273777
my+u,py+o,75.273777
my+u,ry+a,67.284038
my+u,ry+i,65.850967
my+u,ry+u,65.850967
my+u,ry+e,67.284038
my+u,ry+o,67.284038
my+u,sh+a,72.564354
my+u,sh+i,72.564652
my+u,sh+u,74.074318
my+u,sh+e,72.564652
my+u,sh+o,74.074702
my+u,ts+a,77.343459
my+u,ts+i,77.330044
my+u,ts+u,77.343459
my+u,ts+e,77.330044
my+u,ts+o,77.345056
my+u,sp,74.015693
my+e,b+a,72.340235
my+e,b+i,72.14852
my+e,b+u,72.335179
my+e,b+e,72.179746
my+e,b+o,72.342563
my+e,d+a,71.113696
my+e,d+i,73.114297
my+e,d+u,72.376407
my+e,d+e,74.527107
my+e,d+o,72.698925
my+e,f+a,78.364359
my+e,f+i,74.295325
my+e,f+u,77.734053
my+e,f+e,74.295325
my+e,f+o,78.364359
my+e,g+a,68.427862
my+e,g+i,72.146163
my+e,g+u,72.328584
my+e,g+e,72.013945
my+e,g+o,70.371496
my+e,h+a,73.814072
my+e,h+i,74.201795
my+e,h+u,73.812284
my+e,h+e,76.025799
my+e,h+o,79.360277
my+e,j+a,71.760627
my+e,j+i,73.079277
my+e,j+u,73.014637
my+e,j+e,72.943788
my+e,j+o,69.379945
my+e,k+a,74.086165
my+e,k+i,75.524106
my+e,k+u,74.068529
my+e,k+e,76.245241
my+e,k+o,76.13986
my+e,m+a,72.66005
my+e,m+i,70.344272
my+e,m+u,72.421909
my+e,m+e,70.240432
my+e,m+o,71.566312
my+e,n+a,69.219229
my+e,n+i,68.950616
my+e,n+u,67.493606
my+e,n+e,69.860392
my+e,n+o,68.387238
my+e,p+a,81.094054
my+e,p+i,83.458579
my+e,p+u,78.066383
my+e,p+e,75.893588
my+e,p+o,83.709433
my+e,r+a,68.926327
my+e,r+i,70.723019
my+e,r+u,68.614534
my+e,r+e,69.417931
my+e,r+o,68.743916
my+e,s+a,75.905973
my+e,s+i,76.938745
my+e,s+u,76.938745
my+e,s+e,75.906111
my+e,s+o,76.93872
my+e,t+a,78.501017
my+e,t+i,78.986576
my+e,t+u,78.813782
my+e,t+e,78.951116
my+e,t+o,77.882767
my+e,w+a,72.987534
my+e,w+i,72.456113
my+e,w+u,72.987534
my+e,w+e,72.456113
my+e,w+o,72.987534
my+e,y+a,68.691753
my+e,y+i,71.10163
my+e,y+u,71.10163
my+e,y+e,66.85921
my+e,y+o,66.85921
my+e,z+a,73.522137
my+e,z+i,74.149176
my+e,z+u,74.149176
my+e,z+e,74.074021
my+e,z+o,73.275965
my+e,by+a,69.801221
my+e,by+i,70.527771
my+e,by+u,70.527771
my+e,by+e,64.92972
my+e,by+o,64.92972
my+e,ch+a,78.42927
my+e,ch+i,78.117782
my+e,ch+u,78.097301
my+e,ch+e,78.654453
my+e,ch+o,75.234469
my+e,dy+a,82.780281
my+e,dy+i,82.780281
my+e,dy+u,82.780281
my+e,dy+e,82.780281
my+e,dy+o,82.780281
my+e,gy+a,68.5998
my+e,gy+i,71.752021
my+e,gy+u,71.752021
my+e,gy+e,65.465657
my+e,gy+o,65.465657
my+e,hy+a,72.74625
my+e,hy+i,74.195943
my+e,hy+u,74.195943
my+e,hy+e,71.66671
my+e,hy+o,71.66671
my+e,ky+a,73.232896
my+e,ky+i,74.921498
my+e,ky+u,74.921498
my+e,ky+e,73.0473
my+e,ky+o,73.0473
my+e,my+a,63.054282
my+e,my+i,65.008185
my+e,my+u,65.008185
my+e,my+e,57.73459
my+e,my+o,57.73459
my+e,ny+a,64.18199
my+e,ny+i,68.219159
my+e,ny+u,68.219159
my+e,ny+e,64.18199
my+e,ny+o,64.18199
my+e,py+a,74.435509
my+e,py+i,76.594797
my+e,py+u,76.594797
my+e,py+e,70.856362
my+e,py+o,70.856362
my+e,ry+a,64.858532
my+e,ry+i,69.127198
my+e,ry+u,69.127198
my+e,ry+e,64.858532
my+e,ry+o,64.858532
my+e,sh+a,73.551955
my+e,sh+i,74.058145
my+e,sh+u,75.529797
my+e,sh+e,74.058145
my+e,sh+o,74.755262
my+e,ts+a,77.490263
my+e,ts+i,77.490133
my+e,ts+u,77.490263
my+e,ts+e,77.490133
my+e,ts+o,77.345874
my+e,sp,74.155579
my+o,b+a,72.340235
my+o,b+i,72.14852
my+o,b+u,72.335179
my+o,b+e,72.179746
my+o,b+o,72.342563
my+o,d+a,71.113696
my+o,d+i,73.114297
my+o,d+u,72.376407
my+o,d+e,74.527107
my+o,d+o,72.698925
